Generacion tiempo_crossover tiempo_mutation tiempo_lso N1 N2 Fitness
G31 1.52492094039917 1.5388846397399902 2.95709228515625 [0, 7, 25, 38, 28, 8, 26, 17, 0, 40, 30, 36, 31, 0, 10, 12, 39, 0, 1, 4, 34, 23, 11, 0, 2, 27, 29, 0, 24, 5, 33, 37, 21, 0, 13, 16, 6, 0, 18, 19, 20, 3, 14, 22, 0, 35, 32, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6662251.3663946865
G32 1.5189685821533203 1.5258879661560059 2.890270709991455 [0, 11, 9, 5, 1, 40, 25, 0, 6, 32, 16, 17, 0, 7, 20, 19, 12, 0, 27, 18, 29, 37, 8, 0, 24, 35, 21, 0, 22, 26, 4, 3, 14, 28, 0, 33, 10, 15, 0, 36, 2, 34, 38, 13, 23, 30, 0, 39, 31, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6715420.674689838
G33 1.540365219116211 1.5309367179870605 2.9211575984954834 [0, 11, 9, 5, 1, 40, 25, 0, 6, 32, 16, 17, 0, 7, 20, 19, 12, 0, 27, 18, 37, 29, 8, 0, 24, 35, 21, 0, 22, 26, 4, 3, 14, 28, 0, 33, 10, 15, 0, 36, 2, 34, 38, 13, 23, 30, 0, 39, 31, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6676251.827123257
G34 1.5319294929504395 1.5448436737060547 2.929647922515869 [0, 22, 32, 39, 6, 5, 38, 0, 4, 40, 34, 28, 23, 36, 0, 18, 12, 21, 0, 37, 8, 10, 17, 0, 7, 9, 35, 0, 29, 13, 33, 27, 30, 3, 0, 24, 19, 15, 11, 0, 1, 16, 26, 14, 20, 0, 2, 31, 25, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6678264.321611889
G35 1.5153868198394775 1.5209343433380127 2.8842854499816895 [0, 38, 4, 11, 31, 21, 0, 1, 30, 5, 34, 23, 0, 6, 32, 16, 2, 0, 25, 8, 14, 9, 7, 0, 28, 17, 33, 0, 15, 26, 13, 39, 40, 29, 0, 12, 3, 36, 0, 35, 10, 20, 24, 37, 22, 0, 19, 18, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6735855.600073703
G36 1.51540207862854 1.5219037532806396 2.9002742767333984 [0, 7, 36, 31, 9, 3, 0, 2, 40, 24, 11, 13, 0, 18, 28, 22, 27, 0, 21, 1, 17, 14, 0, 19, 12, 0, 10, 16, 33, 26, 34, 0, 15, 5, 4, 0, 29, 37, 8, 30, 6, 32, 23, 0, 39, 38, 20, 25, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6559394.208087967
G37 1.5388500690460205 1.5468635559082031 2.9102180004119873 [0, 7, 36, 31, 9, 3, 0, 2, 40, 24, 11, 13, 0, 18, 28, 22, 27, 0, 21, 1, 17, 14, 0, 19, 12, 0, 10, 16, 33, 26, 34, 0, 15, 5, 4, 0, 29, 37, 8, 30, 6, 32, 23, 0, 39, 38, 20, 25, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6559394.208087967
G38 1.52193021774292 1.5129241943359375 2.881293773651123 [0, 7, 36, 31, 9, 3, 0, 2, 40, 24, 11, 13, 0, 18, 28, 22, 27, 0, 21, 1, 17, 14, 0, 19, 12, 0, 10, 16, 33, 26, 34, 0, 15, 5, 4, 0, 29, 37, 8, 30, 6, 32, 23, 0, 39, 38, 20, 25, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6559394.208087967
G39 1.5109586715698242 1.52492356300354 2.909250259399414 [0, 7, 36, 31, 9, 3, 0, 2, 40, 24, 11, 13, 0, 18, 28, 22, 27, 0, 21, 1, 17, 14, 0, 19, 12, 0, 10, 16, 33, 26, 34, 0, 15, 5, 4, 0, 29, 37, 8, 30, 6, 32, 23, 0, 39, 38, 20, 25, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6559394.208087967
G40 1.5159451961517334 1.5338993072509766 2.9037041664123535 [0, 33, 4, 32, 16, 20, 0, 34, 28, 36, 38, 23, 22, 0, 5, 13, 1, 11, 15, 0, 7, 12, 31, 9, 0, 19, 25, 6, 8, 0, 24, 30, 10, 2, 39, 0, 14, 3, 40, 0, 18, 35, 17, 26, 29, 37, 0, 21, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6714336.62619612
G41 1.5319035053253174 1.5518503189086914 2.948153257369995 [0, 33, 4, 32, 16, 20, 0, 28, 34, 36, 38, 23, 22, 0, 5, 13, 1, 11, 15, 0, 7, 12, 31, 9, 0, 19, 25, 6, 8, 0, 24, 30, 10, 2, 39, 0, 14, 3, 40, 0, 18, 35, 17, 26, 29, 37, 0, 21, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6628343.477111227
G42 1.5114645957946777 1.5329008102416992 2.8873090744018555 [0, 7, 30, 17, 13, 24, 2, 0, 33, 38, 4, 34, 15, 0, 6, 20, 14, 36, 31, 0, 23, 39, 3, 9, 0, 32, 28, 12, 0, 18, 37, 25, 5, 21, 0, 10, 19, 29, 0, 22, 40, 26, 8, 1, 11, 0, 27, 35, 16, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6583752.117423018
G43 1.520965576171875 1.525918960571289 2.883288860321045 [0, 22, 26, 32, 21, 27, 0, 25, 6, 8, 31, 7, 0, 16, 37, 14, 18, 0, 3, 23, 38, 13, 0, 33, 10, 11, 0, 29, 30, 12, 1, 24, 0, 4, 19, 17, 0, 34, 39, 20, 28, 36, 2, 0, 35, 40, 5, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6554690.307990718
G44 1.5199050903320312 1.5713491439819336 2.9092531204223633 [0, 15, 31, 24, 13, 21, 39, 0, 7, 29, 27, 18, 0, 19, 35, 9, 38, 6, 0, 30, 2, 1, 11, 0, 10, 17, 0, 32, 5, 36, 40, 14, 23, 0, 12, 26, 25, 0, 8, 16, 34, 33, 4, 0, 3, 20, 37, 28, 22, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6459967.45692078
G45 1.5319035053253174 1.5428688526153564 2.9500858783721924 [0, 26, 33, 31, 32, 35, 0, 21, 11, 25, 38, 9, 0, 19, 40, 39, 36, 0, 3, 7, 13, 8, 14, 0, 27, 29, 22, 0, 10, 24, 16, 15, 37, 18, 0, 1, 30, 0, 2, 28, 20, 4, 5, 0, 6, 34, 17, 23, 12, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6748662.514326904
G46 1.5339281558990479 1.54783034324646 2.928168535232544 [0, 23, 28, 26, 4, 24, 7, 0, 17, 40, 12, 15, 27, 0, 37, 13, 38, 21, 34, 0, 16, 9, 33, 3, 0, 19, 10, 29, 0, 5, 20, 14, 36, 30, 2, 0, 18, 1, 11, 0, 22, 8, 39, 31, 6, 32, 0, 35, 25, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6517668.069043546
G47 1.533897876739502 1.546863079071045 2.940138816833496 [0, 15, 31, 24, 21, 13, 39, 0, 7, 29, 4, 33, 0, 34, 16, 8, 25, 26, 0, 12, 23, 20, 3, 27, 0, 18, 19, 35, 0, 9, 38, 6, 30, 2, 1, 0, 11, 17, 10, 0, 32, 5, 36, 40, 14, 37, 0, 28, 22, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6507062.620440397
G48 1.5379188060760498 1.5329008102416992 2.9351511001586914 [0, 11, 34, 33, 9, 3, 28, 0, 7, 27, 35, 24, 0, 21, 6, 40, 23, 15, 0, 22, 18, 26, 8, 14, 0, 2, 39, 0, 1, 37, 36, 31, 29, 0, 5, 13, 32, 0, 12, 30, 17, 38, 20, 4, 0, 16, 10, 19, 25, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6465473.931022889
G49 1.5249223709106445 1.5358924865722656 2.938175916671753 [0, 11, 34, 33, 9, 3, 28, 0, 7, 27, 35, 24, 0, 21, 6, 40, 23, 15, 0, 22, 18, 26, 8, 14, 0, 2, 39, 0, 1, 37, 36, 31, 29, 0, 5, 13, 32, 0, 12, 30, 17, 38, 20, 4, 0, 16, 10, 19, 25, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6465473.931022889
G50 1.5204331874847412 1.5258891582489014 2.9132399559020996 [0, 1, 9, 40, 32, 2, 0, 39, 15, 18, 24, 6, 0, 35, 3, 29, 37, 20, 0, 27, 19, 30, 21, 0, 23, 4, 38, 13, 0, 25, 10, 16, 14, 12, 11, 0, 28, 34, 8, 22, 0, 17, 36, 33, 5, 31, 0, 7, 26, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6570801.40844354
G51 1.5129239559173584 1.5358929634094238 2.9221842288970947 [0, 1, 39, 36, 31, 14, 0, 7, 28, 5, 2, 0, 17, 13, 24, 40, 27, 0, 30, 4, 33, 32, 0, 16, 10, 25, 0, 12, 26, 23, 20, 38, 9, 0, 35, 18, 19, 0, 11, 3, 6, 21, 34, 8, 22, 0, 29, 15, 37, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6314278.4405040555
G52 1.5149037837982178 1.533928394317627 2.9147157669067383 [0, 1, 39, 36, 31, 14, 0, 7, 28, 5, 2, 0, 17, 13, 24, 40, 27, 0, 30, 4, 33, 32, 0, 16, 10, 25, 0, 22, 8, 34, 21, 6, 3, 11, 0, 19, 18, 35, 0, 9, 38, 20, 23, 26, 12, 0, 29, 15, 37, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6364486.363871193
G53 1.5318729877471924 1.5199673175811768 2.908189535140991 [0, 7, 21, 6, 32, 30, 0, 1, 35, 5, 3, 0, 8, 2, 13, 38, 0, 39, 22, 28, 26, 0, 10, 17, 11, 0, 27, 12, 25, 37, 24, 20, 29, 0, 18, 19, 0, 4, 23, 9, 34, 36, 16, 0, 31, 40, 14, 33, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6433246.746440729
G54 1.5388484001159668 1.5468971729278564 2.938141107559204 [0, 7, 21, 6, 32, 30, 0, 1, 35, 5, 3, 0, 8, 2, 4, 38, 0, 39, 22, 28, 26, 0, 10, 17, 11, 0, 27, 12, 25, 37, 24, 20, 29, 0, 18, 19, 0, 33, 36, 13, 34, 23, 16, 0, 31, 40, 14, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6413791.45858588
G55 1.5358572006225586 1.5329008102416992 2.9191935062408447 [0, 7, 21, 6, 32, 30, 0, 29, 18, 20, 24, 37, 0, 25, 12, 27, 11, 17, 0, 10, 26, 28, 22, 0, 39, 38, 4, 0, 2, 8, 3, 5, 35, 0, 1, 19, 0, 33, 36, 13, 34, 23, 16, 0, 31, 40, 14, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6305158.964798648
G56 1.5289101600646973 1.5413711071014404 2.889370918273926 [0, 7, 21, 6, 32, 30, 0, 29, 18, 20, 24, 37, 0, 25, 12, 27, 11, 17, 0, 10, 28, 26, 22, 0, 39, 38, 4, 0, 2, 8, 3, 5, 35, 0, 1, 19, 0, 33, 36, 13, 34, 23, 16, 0, 31, 40, 14, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6293917.270576989
G57 1.529909372329712 1.539881706237793 2.9451611042022705 [0, 7, 21, 6, 32, 30, 0, 29, 18, 20, 24, 37, 0, 25, 12, 27, 11, 17, 0, 10, 28, 26, 22, 0, 39, 38, 4, 0, 2, 8, 3, 5, 35, 0, 1, 19, 0, 33, 36, 13, 34, 23, 16, 0, 31, 40, 14, 9, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6293917.270576989
G58 1.526947259902954 1.551818609237671 2.935152530670166 [0, 27, 16, 30, 5, 37, 12, 0, 6, 26, 21, 0, 1, 14, 8, 28, 17, 0, 11, 33, 13, 4, 0, 35, 18, 34, 29, 0, 36, 38, 20, 3, 23, 32, 0, 7, 25, 9, 0, 2, 31, 39, 15, 40, 22, 0, 10, 19, 24, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6789330.476532698
G59 1.5044384002685547 1.5119554996490479 2.938076972961426 [0, 27, 16, 30, 5, 37, 12, 0, 6, 26, 21, 0, 1, 14, 8, 28, 17, 0, 11, 33, 13, 4, 0, 35, 18, 34, 29, 0, 36, 38, 20, 3, 23, 32, 0, 7, 25, 9, 0, 2, 31, 39, 40, 15, 22, 0, 10, 19, 24, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6504732.254568487
G60 1.5024445056915283 1.5248029232025146 2.91620135307312 [0, 5, 31, 16, 28, 36, 0, 10, 40, 2, 0, 21, 1, 29, 24, 0, 18, 8, 13, 14, 3, 0, 11, 33, 38, 17, 0, 22, 12, 25, 15, 30, 6, 35, 0, 37, 20, 19, 0, 7, 39, 34, 4, 26, 9, 0, 32, 23, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6486543.019904544
G61 1.5159461498260498 1.5418767929077148 2.918166399002075 [0, 27, 16, 30, 5, 37, 12, 0, 6, 26, 21, 0, 1, 14, 8, 28, 17, 0, 11, 33, 13, 4, 0, 35, 18, 34, 29, 0, 36, 38, 20, 3, 23, 32, 0, 7, 25, 9, 0, 2, 31, 39, 40, 15, 22, 0, 10, 19, 24, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6504732.254568487
G62 1.516944408416748 1.53190279006958 2.9461214542388916 [0, 19, 10, 6, 36, 16, 22, 0, 35, 9, 28, 31, 15, 0, 2, 34, 39, 27, 0, 26, 20, 14, 8, 24, 0, 5, 29, 7, 0, 21, 23, 32, 12, 0, 1, 30, 40, 0, 11, 3, 13, 38, 33, 4, 0, 25, 18, 37, 17, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6115938.320265489
G63 1.5169129371643066 1.5408787727355957 2.92221736907959 [0, 19, 10, 6, 36, 16, 22, 0, 35, 9, 28, 31, 15, 0, 2, 34, 39, 27, 0, 26, 20, 14, 8, 24, 0, 5, 29, 7, 0, 21, 23, 32, 12, 0, 1, 30, 40, 0, 11, 3, 13, 38, 33, 4, 0, 25, 18, 37, 17, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6115938.320265489
