Generacion tiempo_crossover tiempo_mutation tiempo_lso N1 N2 Fitness
G263 1.486025094985962 1.5040099620819092 2.8523404598236084 [0, 21, 33, 28, 26, 40, 0, 18, 31, 5, 9, 0, 10, 3, 15, 30, 0, 19, 24, 4, 11, 39, 0, 29, 13, 36, 17, 0, 22, 38, 32, 23, 1, 35, 0, 37, 12, 20, 0, 2, 6, 16, 8, 34, 7, 0, 25, 14, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6653983.274183648
G264 1.5089592933654785 1.5378613471984863 2.9192252159118652 [0, 21, 33, 28, 26, 40, 0, 18, 31, 5, 9, 0, 10, 3, 15, 30, 0, 19, 24, 4, 11, 39, 0, 29, 13, 36, 17, 0, 22, 38, 32, 23, 1, 35, 0, 12, 37, 20, 0, 2, 6, 16, 8, 34, 7, 0, 25, 14, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6589534.595154051
G265 1.5149486064910889 1.524923324584961 2.857792615890503 [0, 21, 33, 28, 26, 40, 0, 18, 31, 5, 9, 0, 10, 3, 15, 30, 0, 19, 24, 4, 11, 39, 0, 29, 13, 36, 17, 0, 22, 38, 32, 23, 1, 35, 0, 12, 37, 20, 0, 2, 6, 16, 8, 34, 7, 0, 25, 14, 27, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6589534.595154051
G266 1.5079021453857422 1.5050067901611328 2.8633439540863037 [0, 25, 2, 34, 38, 5, 6, 0, 12, 17, 20, 24, 0, 39, 23, 29, 22, 30, 0, 33, 9, 26, 0, 1, 15, 4, 0, 7, 10, 32, 18, 35, 0, 27, 40, 21, 0, 3, 8, 31, 16, 19, 11, 0, 13, 36, 14, 28, 37, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6721937.207522936
G267 1.5169744491577148 1.5228958129882812 2.919224739074707 [0, 15, 3, 20, 14, 24, 22, 30, 0, 7, 40, 25, 28, 34, 0, 32, 6, 1, 13, 0, 10, 26, 36, 5, 0, 18, 11, 35, 0, 31, 2, 8, 39, 27, 0, 4, 9, 37, 0, 29, 16, 33, 38, 23, 12, 0, 21, 17, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6716651.67992906
G268 1.4999876022338867 1.5209333896636963 2.9191620349884033 [0, 3, 19, 37, 18, 11, 0, 33, 38, 9, 6, 29, 0, 1, 25, 34, 4, 30, 0, 27, 36, 17, 40, 26, 0, 35, 10, 0, 12, 23, 2, 24, 16, 0, 14, 5, 20, 0, 31, 39, 13, 32, 7, 15, 0, 28, 8, 22, 21, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6680740.718368049
G269 1.5060029029846191 1.5249226093292236 2.9142074584960938 [0, 3, 19, 37, 18, 11, 0, 33, 38, 9, 6, 29, 0, 1, 25, 34, 4, 30, 0, 27, 36, 17, 40, 26, 0, 35, 10, 0, 12, 23, 2, 24, 16, 0, 14, 5, 20, 0, 31, 39, 13, 32, 15, 7, 0, 28, 8, 22, 21, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6527248.232585062
G270 1.4960007667541504 1.526883840560913 2.924180507659912 [0, 3, 19, 37, 18, 11, 0, 33, 38, 9, 6, 29, 0, 1, 25, 34, 4, 30, 0, 27, 36, 17, 40, 26, 0, 35, 10, 0, 12, 23, 2, 24, 16, 0, 14, 5, 20, 0, 31, 39, 13, 32, 15, 7, 0, 28, 8, 22, 21, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6527248.232585062
G271 1.5369210243225098 1.5309088230133057 2.8941383361816406 [0, 2, 33, 4, 16, 11, 0, 27, 22, 15, 23, 17, 9, 0, 29, 26, 28, 13, 38, 0, 21, 30, 36, 37, 0, 7, 39, 6, 0, 19, 31, 14, 10, 18, 0, 12, 1, 0, 35, 34, 5, 40, 24, 3, 25, 0, 8, 20, 32, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6173251.942423937
G272 1.5099616050720215 1.5189390182495117 2.9051239490509033 [0, 2, 33, 4, 16, 11, 0, 27, 22, 15, 23, 17, 9, 0, 29, 26, 28, 13, 38, 0, 21, 30, 36, 37, 0, 7, 39, 6, 0, 19, 31, 14, 10, 18, 0, 12, 1, 0, 35, 34, 5, 40, 24, 3, 25, 0, 8, 20, 32, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6173251.942423937
G273 1.520902156829834 1.5098795890808105 2.860351324081421 [0, 2, 33, 4, 16, 11, 0, 27, 22, 15, 23, 17, 9, 0, 29, 28, 26, 13, 38, 0, 21, 30, 36, 37, 0, 7, 39, 6, 0, 19, 31, 14, 10, 18, 0, 12, 1, 0, 35, 34, 5, 40, 24, 3, 25, 0, 8, 20, 32, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6161413.449771751
G274 1.5229592323303223 1.5338983535766602 2.9012415409088135 [0, 2, 33, 4, 16, 11, 0, 27, 22, 15, 23, 17, 9, 0, 29, 28, 26, 13, 38, 0, 21, 30, 36, 37, 0, 7, 39, 6, 0, 19, 31, 14, 10, 18, 0, 12, 1, 0, 35, 34, 5, 40, 24, 3, 25, 0, 8, 20, 32, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6161413.449771751
G275 1.5119140148162842 1.5069701671600342 2.873286247253418 [0, 17, 10, 9, 5, 2, 0, 1, 20, 4, 29, 0, 35, 27, 6, 22, 21, 0, 28, 19, 11, 23, 34, 30, 0, 12, 18, 37, 0, 3, 8, 32, 40, 38, 26, 0, 24, 16, 31, 0, 33, 13, 39, 36, 25, 7, 0, 14, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6716322.822774565
G276 1.5348854064941406 1.519934892654419 2.892266273498535 [0, 28, 10, 13, 31, 2, 0, 1, 9, 5, 23, 0, 22, 8, 34, 37, 20, 3, 0, 15, 27, 30, 21, 0, 12, 38, 16, 0, 14, 17, 29, 18, 24, 26, 0, 36, 40, 35, 11, 0, 33, 32, 4, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6632169.634881355
G277 1.5328998565673828 1.5199370384216309 2.9111547470092773 [0, 28, 10, 13, 31, 2, 0, 1, 9, 5, 23, 0, 22, 8, 34, 37, 20, 3, 0, 15, 27, 30, 21, 0, 12, 38, 16, 0, 14, 17, 29, 18, 24, 26, 0, 36, 40, 35, 11, 0, 33, 32, 4, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6632169.634881355
G278 1.5090291500091553 1.4979948997497559 2.850402593612671 [0, 28, 10, 13, 31, 2, 0, 1, 9, 5, 23, 0, 22, 8, 34, 37, 20, 3, 0, 15, 27, 30, 21, 0, 12, 38, 16, 0, 14, 17, 29, 18, 24, 26, 0, 36, 40, 35, 11, 0, 33, 32, 4, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6632169.634881355
G279 1.4949970245361328 1.5089406967163086 2.878329038619995 [0, 28, 10, 13, 31, 2, 0, 1, 9, 5, 23, 0, 22, 8, 18, 29, 17, 0, 14, 16, 38, 12, 0, 21, 30, 27, 0, 15, 3, 20, 37, 34, 24, 26, 0, 36, 40, 35, 11, 0, 33, 32, 4, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6536253.451757986
G280 1.483034610748291 1.501983880996704 2.864370822906494 [0, 28, 10, 31, 13, 2, 0, 1, 9, 5, 23, 0, 22, 8, 18, 29, 17, 0, 14, 16, 38, 12, 0, 21, 30, 27, 0, 15, 3, 20, 37, 24, 34, 26, 0, 36, 40, 35, 11, 0, 33, 32, 4, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6511307.200628317
G281 1.509962797164917 1.5219290256500244 2.91426682472229 [0, 28, 10, 31, 13, 2, 0, 1, 9, 5, 23, 0, 22, 8, 18, 29, 17, 0, 14, 16, 38, 12, 0, 21, 30, 27, 0, 15, 3, 20, 37, 24, 34, 26, 0, 36, 40, 35, 11, 0, 33, 4, 32, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6438371.572702514
G282 1.5109901428222656 1.533897876739502 2.9231884479522705 [0, 28, 10, 31, 13, 2, 0, 1, 9, 5, 23, 0, 22, 8, 18, 29, 17, 0, 14, 16, 38, 12, 0, 21, 30, 27, 0, 15, 3, 20, 37, 24, 34, 26, 0, 36, 40, 35, 11, 0, 33, 4, 32, 39, 0, 7, 19, 25, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6438371.572702514
G283 1.5258879661560059 1.5358929634094238 2.929529905319214 [0, 7, 24, 6, 9, 37, 25, 35, 0, 17, 31, 34, 30, 0, 21, 10, 18, 0, 2, 13, 1, 0, 5, 20, 26, 0, 27, 16, 38, 23, 8, 3, 11, 0, 28, 14, 22, 0, 12, 33, 39, 4, 15, 0, 40, 32, 36, 29, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6428973.377295481
G284 1.4979944229125977 1.5169751644134521 2.884256601333618 [0, 7, 24, 6, 9, 37, 25, 0, 32, 17, 31, 34, 30, 0, 21, 10, 18, 0, 2, 36, 1, 0, 5, 20, 26, 0, 27, 16, 38, 23, 8, 3, 11, 0, 28, 14, 22, 0, 12, 33, 39, 4, 15, 0, 40, 13, 35, 29, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6604466.054617659
G285 1.5079665184020996 1.5238940715789795 2.9071531295776367 [0, 7, 24, 6, 9, 37, 25, 0, 32, 17, 31, 34, 30, 0, 21, 10, 18, 0, 2, 36, 1, 0, 5, 20, 26, 0, 27, 16, 38, 23, 8, 3, 11, 0, 28, 14, 22, 0, 12, 33, 39, 4, 15, 0, 40, 13, 35, 29, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6604466.054617659
G286 1.5159156322479248 1.5099925994873047 2.869295597076416 [0, 25, 18, 14, 34, 26, 27, 15, 0, 32, 39, 38, 37, 36, 0, 10, 1, 17, 30, 0, 3, 24, 33, 13, 0, 7, 21, 35, 0, 31, 5, 9, 11, 29, 2, 0, 20, 4, 28, 6, 0, 12, 19, 23, 16, 8, 40, 0, 22, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6439849.371231996
G287 1.5079326629638672 1.5897502899169922 2.886312246322632 [0, 13, 4, 39, 2, 40, 0, 10, 12, 14, 34, 27, 0, 22, 37, 3, 36, 11, 0, 19, 20, 32, 23, 8, 0, 17, 33, 7, 0, 35, 18, 9, 5, 31, 6, 0, 38, 28, 25, 24, 0, 29, 30, 1, 26, 16, 15, 0, 21, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6227230.840965335
G288 1.5009701251983643 1.4969961643218994 2.8602373600006104 [0, 25, 18, 14, 34, 26, 27, 15, 0, 32, 39, 37, 38, 36, 0, 10, 1, 17, 30, 0, 3, 24, 33, 13, 0, 7, 21, 35, 0, 31, 5, 9, 11, 29, 2, 0, 20, 4, 28, 6, 0, 12, 19, 23, 16, 8, 40, 0, 22, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6439723.233677609
G289 1.485030174255371 1.4920101165771484 2.8543667793273926 [0, 27, 35, 3, 4, 31, 6, 0, 39, 9, 38, 2, 0, 10, 8, 36, 11, 30, 0, 22, 21, 16, 5, 0, 13, 40, 25, 0, 32, 28, 33, 1, 15, 0, 37, 18, 12, 0, 26, 17, 20, 7, 29, 19, 0, 34, 23, 24, 14, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6767269.252978183
G290 1.4870223999023438 1.4969966411590576 2.8904054164886475 [0, 27, 35, 3, 4, 31, 6, 0, 39, 9, 38, 2, 0, 10, 8, 36, 11, 30, 0, 22, 21, 16, 5, 0, 13, 40, 25, 0, 32, 28, 33, 1, 15, 0, 37, 18, 12, 0, 26, 17, 20, 7, 29, 19, 0, 34, 23, 24, 14, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6767269.252978183
G291 1.517040729522705 1.525918960571289 2.89223575592041 [0, 34, 5, 16, 1, 30, 29, 0, 15, 2, 18, 22, 11, 0, 28, 26, 33, 31, 0, 10, 36, 27, 7, 0, 39, 21, 0, 40, 6, 20, 32, 8, 3, 0, 17, 4, 9, 0, 13, 37, 25, 19, 12, 35, 0, 24, 14, 38, 23, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6522569.979572171
G292 1.511023998260498 1.5149085521697998 2.902214288711548 [0, 34, 5, 16, 1, 30, 29, 0, 15, 2, 18, 22, 11, 0, 28, 26, 33, 31, 0, 10, 36, 27, 7, 0, 39, 21, 0, 40, 6, 20, 32, 8, 3, 0, 17, 4, 9, 0, 13, 37, 25, 19, 12, 35, 0, 24, 14, 38, 23, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6522569.979572171
G293 1.5089948177337646 1.5048933029174805 2.884287118911743 [0, 34, 5, 16, 1, 30, 29, 0, 15, 2, 18, 22, 11, 0, 28, 26, 33, 31, 0, 10, 36, 27, 7, 0, 39, 21, 0, 40, 6, 20, 32, 8, 3, 0, 17, 4, 9, 0, 13, 37, 25, 19, 12, 35, 0, 24, 14, 38, 23, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6522569.979572171
G294 1.4959676265716553 1.5039775371551514 2.873342752456665 [0, 34, 5, 16, 1, 30, 29, 0, 15, 2, 18, 22, 11, 0, 28, 26, 33, 31, 0, 10, 36, 27, 7, 0, 39, 21, 0, 40, 6, 20, 38, 14, 24, 35, 0, 12, 19, 25, 0, 37, 13, 9, 4, 17, 3, 0, 8, 32, 23, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6398308.023056116
G295 1.5094735622406006 1.5229277610778809 2.900212287902832 [0, 34, 5, 16, 1, 30, 29, 0, 15, 2, 18, 22, 11, 0, 28, 26, 33, 31, 0, 10, 36, 27, 7, 0, 39, 21, 0, 40, 6, 20, 38, 14, 24, 35, 0, 12, 19, 25, 0, 37, 13, 9, 4, 17, 3, 0, 8, 32, 23, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6398308.023056116
G296 1.5249605178833008 1.5109519958496094 2.904273748397827 [0, 4, 38, 34, 12, 35, 27, 30, 0, 19, 16, 9, 22, 0, 31, 13, 2, 0, 10, 28, 39, 37, 0, 40, 14, 29, 0, 18, 8, 23, 24, 3, 26, 0, 7, 21, 15, 0, 20, 6, 33, 17, 32, 0, 5, 36, 1, 11, 25, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6686343.891232372
G297 1.5238933563232422 1.5329322814941406 2.924180507659912 [0, 31, 36, 34, 5, 13, 15, 22, 0, 27, 26, 32, 0, 10, 37, 20, 30, 40, 0, 23, 12, 18, 19, 0, 29, 2, 0, 21, 7, 39, 9, 14, 25, 0, 6, 16, 33, 0, 38, 4, 8, 24, 17, 35, 0, 3, 28, 11, 1, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6420748.885372936
G298 1.5034410953521729 1.5149471759796143 2.8563618659973145 [0, 24, 8, 4, 40, 31, 23, 0, 30, 29, 19, 12, 0, 35, 2, 13, 7, 0, 36, 16, 37, 10, 0, 27, 20, 6, 22, 0, 17, 39, 33, 34, 21, 15, 0, 26, 3, 0, 18, 5, 32, 9, 1, 0, 25, 28, 38, 14, 11, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6195983.344666801
G299 1.4930078983306885 1.493974208831787 2.9291656017303467 [0, 4, 38, 37, 12, 23, 20, 0, 10, 2, 34, 22, 0, 25, 17, 33, 28, 15, 0, 6, 16, 9, 39, 36, 0, 26, 30, 0, 1, 14, 13, 24, 18, 11, 0, 21, 32, 0, 27, 5, 40, 31, 8, 7, 0, 35, 29, 3, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6574134.732414443
G300 1.570763111114502 1.502467393875122 2.8623504638671875 [0, 31, 9, 14, 32, 34, 13, 17, 0, 36, 38, 28, 6, 27, 0, 21, 40, 5, 29, 0, 7, 23, 20, 1, 0, 22, 30, 2, 0, 33, 26, 15, 11, 18, 25, 0, 39, 8, 16, 0, 24, 3, 12, 37, 19, 0, 4, 10, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6502329.922513885
G301 1.5478909015655518 1.5238933563232422 2.9112462997436523 [0, 31, 9, 14, 32, 34, 13, 17, 0, 36, 38, 28, 6, 27, 0, 21, 40, 5, 29, 0, 7, 23, 20, 1, 0, 22, 30, 2, 0, 33, 26, 15, 11, 18, 25, 0, 39, 8, 16, 0, 24, 3, 12, 37, 19, 0, 4, 10, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6502329.922513885
G302 1.5238847732543945 1.530907392501831 2.9491126537323 [0, 7, 17, 4, 23, 18, 11, 0, 13, 5, 33, 27, 0, 35, 25, 12, 28, 20, 0, 10, 3, 6, 9, 15, 0, 31, 29, 0, 21, 16, 26, 39, 22, 0, 32, 36, 8, 34, 0, 37, 1, 30, 14, 24, 40, 0, 19, 2, 38, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6546976.8504706845
G303 1.50594162940979 1.5019843578338623 2.9092204570770264 [0, 7, 17, 4, 23, 18, 11, 0, 13, 5, 33, 27, 0, 35, 25, 12, 28, 20, 0, 10, 3, 6, 9, 15, 0, 31, 29, 0, 21, 16, 26, 39, 22, 0, 32, 36, 8, 34, 0, 37, 1, 30, 14, 24, 40, 0, 19, 2, 38, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6546976.8504706845
G304 1.5588560104370117 1.513925313949585 2.8912699222564697 [0, 7, 17, 4, 23, 18, 11, 0, 13, 5, 33, 27, 0, 35, 25, 12, 28, 20, 0, 10, 3, 6, 9, 15, 0, 31, 29, 0, 21, 16, 26, 39, 22, 0, 32, 36, 8, 34, 0, 37, 1, 30, 14, 24, 40, 0, 19, 2, 38, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6546976.8504706845
G305 1.4910428524017334 1.503978967666626 2.865229606628418 [0, 7, 17, 4, 23, 18, 11, 0, 13, 5, 33, 27, 0, 35, 25, 12, 28, 20, 0, 10, 3, 6, 9, 15, 0, 31, 29, 0, 21, 16, 26, 39, 22, 0, 32, 36, 34, 8, 0, 37, 1, 30, 14, 24, 40, 0, 19, 2, 38, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6483081.74222004
G306 1.5189392566680908 1.5159461498260498 2.911245107650757 [0, 36, 3, 5, 39, 16, 0, 22, 23, 8, 9, 26, 0, 28, 6, 2, 30, 0, 7, 4, 38, 32, 0, 21, 27, 15, 0, 18, 29, 34, 13, 33, 20, 0, 35, 11, 37, 19, 0, 17, 24, 31, 1, 40, 0, 12, 25, 10, 14, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6558094.06855733
G307 1.5059406757354736 1.5220820903778076 2.9230308532714844 [0, 30, 34, 10, 3, 24, 25, 0, 27, 31, 4, 29, 22, 0, 21, 17, 6, 9, 0, 1, 33, 36, 8, 0, 26, 13, 5, 0, 15, 12, 18, 19, 7, 35, 0, 32, 2, 0, 14, 28, 40, 16, 23, 39, 38, 0, 11, 37, 20, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6503637.676965017
G308 1.4909820556640625 1.5030109882354736 2.8653061389923096 [0, 25, 23, 16, 1, 12, 0, 7, 24, 33, 8, 0, 22, 21, 29, 30, 0, 2, 38, 4, 34, 36, 0, 40, 32, 11, 0, 19, 28, 39, 9, 20, 31, 0, 17, 15, 37, 27, 0, 6, 3, 14, 10, 18, 0, 13, 5, 26, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6206380.908018746
G309 1.500986099243164 1.505997657775879 2.8861892223358154 [0, 25, 23, 16, 1, 12, 0, 7, 24, 33, 8, 0, 22, 21, 29, 30, 0, 2, 38, 4, 34, 36, 0, 40, 32, 11, 0, 19, 28, 39, 9, 20, 31, 0, 17, 15, 37, 27, 0, 6, 3, 14, 10, 18, 0, 13, 5, 26, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6206380.908018746
G310 1.4959652423858643 1.4989924430847168 2.8553640842437744 [0, 18, 13, 9, 5, 31, 0, 30, 36, 32, 25, 29, 0, 20, 26, 12, 10, 0, 7, 3, 4, 38, 0, 16, 8, 27, 0, 22, 15, 17, 28, 23, 6, 39, 11, 0, 19, 21, 0, 35, 14, 37, 24, 40, 1, 0, 2, 34, 33, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6165402.017929197
G311 1.4979603290557861 1.4989922046661377 2.8364145755767822 [0, 10, 33, 9, 39, 20, 0, 8, 25, 29, 36, 28, 6, 0, 27, 31, 38, 40, 13, 0, 12, 23, 32, 5, 0, 15, 7, 1, 0, 35, 3, 34, 17, 2, 0, 21, 30, 11, 0, 18, 19, 22, 26, 16, 0, 37, 14, 24, 4, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6511164.611780217
G312 1.5109591484069824 1.5189650058746338 2.9321632385253906 [0, 10, 33, 9, 39, 20, 0, 8, 25, 29, 36, 28, 6, 0, 27, 31, 38, 40, 13, 0, 12, 23, 32, 5, 0, 15, 7, 1, 0, 35, 3, 34, 17, 2, 0, 21, 30, 11, 0, 18, 19, 22, 26, 16, 0, 37, 14, 24, 4, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6511164.611780217
G313 1.5248820781707764 1.541907548904419 2.8942618370056152 [0, 10, 32, 24, 18, 12, 0, 7, 27, 4, 37, 22, 0, 21, 1, 25, 15, 0, 36, 3, 14, 26, 8, 0, 23, 40, 5, 0, 30, 16, 33, 31, 39, 0, 29, 17, 9, 38, 0, 19, 34, 20, 28, 11, 13, 2, 0, 6, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6605893.896434913
G314 1.5014479160308838 1.5069684982299805 2.885284662246704 [0, 10, 32, 24, 18, 12, 0, 7, 27, 4, 37, 22, 0, 21, 1, 25, 15, 0, 36, 3, 14, 26, 8, 0, 23, 40, 5, 0, 30, 16, 33, 31, 39, 0, 29, 17, 9, 38, 0, 19, 34, 20, 28, 11, 13, 2, 0, 6, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6605893.896434913
G315 1.4810082912445068 1.5009865760803223 2.8733460903167725 [0, 10, 32, 24, 18, 12, 0, 7, 27, 4, 37, 22, 0, 21, 1, 25, 15, 0, 36, 3, 14, 26, 8, 0, 23, 40, 5, 0, 30, 16, 33, 31, 39, 0, 29, 17, 9, 38, 0, 19, 34, 20, 28, 11, 13, 2, 0, 6, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6605893.896434913
G316 1.486992359161377 1.5239558219909668 2.861318588256836 [0, 21, 33, 9, 14, 3, 0, 18, 13, 5, 25, 11, 0, 19, 12, 40, 20, 0, 7, 27, 38, 4, 24, 0, 10, 17, 15, 0, 26, 23, 39, 8, 28, 35, 0, 22, 1, 36, 0, 32, 6, 16, 2, 29, 34, 0, 30, 31, 37, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6587837.746875212
G317 1.477020025253296 1.5069999694824219 2.8882765769958496 [0, 10, 23, 16, 33, 14, 0, 7, 27, 38, 24, 37, 0, 19, 12, 22, 18, 0, 28, 34, 5, 40, 4, 0, 35, 11, 29, 36, 15, 0, 21, 1, 6, 20, 9, 0, 31, 39, 30, 0, 13, 2, 17, 25, 26, 0, 32, 8, 3, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6485069.38928259
G318 1.515946388244629 1.5229213237762451 2.891172170639038 [0, 30, 33, 40, 39, 17, 0, 1, 4, 8, 31, 0, 3, 24, 23, 32, 0, 19, 11, 34, 5, 29, 0, 10, 16, 36, 0, 27, 7, 22, 21, 12, 0, 14, 28, 38, 6, 0, 26, 20, 9, 25, 18, 35, 0, 2, 37, 13, 15, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6579210.7609920865
G319 1.4870238304138184 1.5149180889129639 2.8693253993988037 [0, 27, 5, 13, 32, 38, 9, 0, 26, 8, 16, 36, 11, 0, 21, 15, 29, 30, 35, 0, 17, 7, 18, 37, 28, 0, 24, 31, 0, 10, 4, 3, 34, 33, 0, 2, 12, 0, 22, 6, 20, 14, 25, 23, 39, 0, 1, 40, 19, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6682572.19438542
G320 1.536921501159668 1.531872034072876 2.9221854209899902 [0, 39, 1, 25, 3, 17, 0, 29, 9, 26, 12, 0, 27, 21, 8, 16, 0, 19, 20, 5, 36, 0, 4, 38, 33, 0, 7, 22, 15, 30, 37, 28, 35, 0, 23, 34, 31, 0, 10, 40, 32, 24, 14, 11, 0, 18, 13, 2, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6506104.862647799
G321 1.5363802909851074 1.5268850326538086 2.8982510566711426 [0, 39, 1, 25, 3, 17, 0, 29, 9, 26, 12, 0, 27, 21, 8, 16, 0, 19, 20, 5, 36, 0, 4, 38, 33, 0, 7, 22, 15, 30, 37, 28, 35, 0, 23, 34, 31, 0, 10, 40, 32, 24, 14, 11, 0, 18, 13, 2, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6506104.862647799
G322 1.5000193119049072 1.5238933563232422 2.9042346477508545 [0, 39, 1, 25, 3, 17, 0, 29, 9, 26, 12, 0, 27, 21, 8, 16, 0, 19, 20, 5, 36, 0, 4, 38, 33, 0, 7, 22, 15, 30, 37, 28, 35, 0, 23, 34, 31, 0, 10, 40, 32, 24, 14, 11, 0, 18, 13, 2, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6506104.862647799
G323 1.4999902248382568 1.5159449577331543 2.897775173187256 [0, 39, 1, 25, 3, 17, 0, 29, 9, 26, 12, 0, 27, 21, 8, 16, 0, 19, 20, 5, 36, 0, 4, 38, 33, 0, 7, 22, 15, 30, 37, 28, 35, 0, 23, 34, 31, 0, 10, 40, 32, 24, 14, 11, 0, 18, 13, 2, 6, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6506104.862647799
G324 1.520411729812622 1.5239579677581787 2.9261727333068848 [0, 11, 26, 33, 28, 17, 22, 0, 27, 8, 16, 23, 3, 0, 7, 38, 18, 12, 0, 24, 37, 19, 2, 0, 13, 30, 39, 0, 31, 9, 20, 6, 1, 0, 21, 15, 29, 36, 0, 34, 5, 40, 4, 14, 32, 0, 10, 25, 35, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6443397.0209808005
G325 1.5229263305664062 1.5249218940734863 2.9142086505889893 [0, 8, 17, 39, 32, 25, 35, 0, 6, 3, 11, 30, 19, 0, 10, 14, 18, 0, 21, 4, 31, 34, 0, 27, 7, 1, 0, 13, 40, 9, 5, 36, 20, 24, 0, 38, 29, 2, 0, 23, 33, 16, 15, 37, 22, 0, 12, 26, 28, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6668217.203055206
G326 1.5229275226593018 1.5268864631652832 2.9231817722320557 [0, 13, 31, 4, 36, 14, 20, 0, 23, 28, 38, 33, 35, 0, 26, 39, 2, 0, 9, 40, 6, 24, 8, 0, 37, 25, 32, 11, 0, 10, 30, 29, 34, 21, 0, 3, 19, 0, 12, 17, 1, 18, 15, 22, 0, 7, 27, 5, 16, 0] [3, 2, 2, 2, 1, 3, 1, 3, 2] 6472199.169316019
